file_name,height,width,bbox,age,race,masked,skintone,emotion,gender
42136096.jpg,2000,1333,"[572.5936577967116, 909.59605681092, 162.40634220328832, 198.9440758743288]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
42141339.jpg,1333,2000,"[936.5583112501088, 729.1968489049062, 86.62244778839816, 118.60630219017447]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42141801.jpg,2000,1333,"[467.5112697220105, 553.1243767502199, 209.55979782801614, 274.61962980670955]",Senior,Mongoloid,unmasked,mid-light,Neutral,Male
42153404.jpg,1335,2000,"[1131.4136772377956, 285.51314800901514, 225.12443918172409, 287.43781162488915]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
42156588.jpg,1333,2000,"[385.5322044365574, 218.15935497071422, 122.98148445840073, 135.8406450292834]",20-30s,Caucasian,unmasked,light,Happiness,Male
4215704.jpg,1333,2000,"[988.2766676561008, 165.33505119049744, 585.0846654423538, 742.8111840348706]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4216221.jpg,1330,2000,"[1116.9997348535035, 186.99999999999974, 270.00034090263364, 367.99999999999994]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
42177222.jpg,2000,1333,"[466.179939471655, 483.99999999999994, 284.820060528344, 373.35448873482875]",Senior,Mongoloid,unmasked,mid-light,Happiness,Male
42183807.jpg,1333,2000,"[1309.002250562642, 187.00000000000014, 239.99749937484492, 288.9999999999999]",40-50s,Caucasian,unmasked,mid-light,Happiness,Female
42184487.jpg,1333,2000,"[1103.702118792323, 290.9999999999999, 285.16801571377636, 385.00000000000006]",Senior,Mongoloid,unmasked,light,Happiness,Male
42185482.jpg,2000,1333,"[459.0558402853899, 532.6650738020973, 162.73630261715527, 225.9421452509229]",Senior,Mongoloid,unmasked,light,Neutral,Male
42190855.jpg,1333,2000,"[786.9982495623949, 204.99999999999966, 323.00025006251786, 406.99999999999875]",20-30s,Mongoloid,unmasked,light,Happiness,Male
42195704.jpg,1333,2000,"[1297.984585165796, 324.98026711051136, 267.7520235706651, 366.00986644474375]",40-50s,Mongoloid,unmasked,mid-light,Happiness,Male
42197106.jpg,2000,1333,"[419.03205884222433, 615.330147604194, 141.8800420301605, 155.00477859370758]",40-50s,Mongoloid,unmasked,light,Happiness,Male
42197997.jpg,1333,2000,"[478.31381984588336, 93.46565507820529, 201.58809942191905, 263.9890385848856]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
42199616.jpg,2000,2000,"[1303.9976107031464, 200.33014760419493, 147.13635977601504, 200.136359776015]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
42199719.jpg,1333,2000,"[654.9236995602095, 170.19883890148196, 216.79574027816562, 340.31522241069183]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
42201497.jpg,1328,2000,"[775.9973136468777, 166.99999999999974, 405.0057564709787, 570.9999999999991]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
42225877.jpg,2000,1334,"[668.6180877470423, 510.63994025829163, 109.79507966824825, 155.67726765468157]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
42241166.jpg,1335,2000,"[774.9999999999995, 208.7395172164121, 652.9999999999986, 757.086827594529]",Kid,Caucasian,unmasked,light,Happiness,Female
42241719.jpg,1436,2000,"[1121.0010455152708, 234.9999999999993, 399.99837364291506, 536.9999999999981]",20-30s,Caucasian,unmasked,light,Happiness,Female
42255295.jpg,2000,1333,"[334.9559977325905, 296.4278223140511, 442.81823003217534, 581.8258967379008]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42264972.jpg,1334,2000,"[955.000684577675, 210.00000000000048, 268.99589253393475, 328.99999999999966]",40-50s,Mongoloid,unmasked,light,Happiness,Female
42265041.jpg,1334,2000,"[1240.704469704003, 112.34800637627278, 284.2795860329369, 394.38648932586085]",Senior,Mongoloid,unmasked,mid-light,Happiness,Female
42265705.jpg,2000,1333,"[560.7475667453234, 341.0, 183.28274291208155, 278.3552606994625]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
42266966.jpg,1333,2000,"[406.2456225458284, 327.82710853845816, 232.10767955158408, 374.5864457307708]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
42288404.jpg,2000,1333,"[491.0814312364774, 732.241609493429, 90.33938483623953, 114.28241794973806]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42289793.jpg,1333,2000,"[943.372408341851, 193.66321560650712, 285.2020357727728, 399.7638767962762]",20-30s,Caucasian,unmasked,light,Neutral,Male
42293613.jpg,1334,2000,"[1170.0027383107115, 105.0, 278.99691940045045, 380.9999999999997]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
42299230.jpg,1125,2000,"[1095.9574819651957, 171.98193637918058, 310.0425180347974, 369.03612724163537]",Kid,Caucasian,unmasked,mid-light,Happiness,Male
42312850.jpg,1333,2000,"[936.0035008752184, 319.9999999999996, 180.99449862465607, 294.00000000000034]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
42315442.jpg,2000,1333,"[505.99699999999933, 367.9999999999996, 300.0017499999989, 383.99999999999966]",Teenager,Mongoloid,unmasked,mid-light,Happiness,Female
42336864.jpg,1070,2000,"[365.27447206164607, 136.58639945808213, 183.72791723520675, 254.41360054191813]",40-50s,Caucasian,unmasked,mid-light,Happiness,Male
42342511.jpg,1333,2000,"[916.664666166543, 185.99999999999943, 386.34383595898777, 489.99999999999824]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42348888.jpg,1333,2000,"[980.002750687672, 302.9999999999998, 212.99549887471835, 284.9999999999993]",20-30s,Caucasian,unmasked,light,Happiness,Female
42349022.jpg,1333,2000,"[855.5410444088561, 310.6374797176036, 220.65646213333324, 172.25676665341695]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
42354261.jpg,1333,2000,"[962.4713616373134, 285.2439929061329, 276.8419373763701, 309.17771327230463]",20-30s,Mongoloid,unmasked,light,Neutral,Female
42357564.jpg,1499,2000,"[770.9734262282478, 147.8507110897698, 485.0584622978472, 641.1492889102208]",20-30s,Caucasian,unmasked,light,Neutral,Male
42357599.jpg,1333,2000,"[1318.0030007501878, 218.99999999999974, 363.9972493123296, 441.99999999999983]",Senior,Caucasian,unmasked,mid-light,Happiness,Male
42358184.jpg,2000,1334,"[510.9563529084463, 152.57561791218586, 292.85237650986187, 401.38845179208636]",40-50s,Mongoloid,unmasked,mid-light,Happiness,Male
42365184.jpg,2000,1333,"[209.73137080800473, 568.0490403660948, 124.58578648999288, 168.8528789017144]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
42374633.jpg,1333,2000,"[938.7274598514427, 410.2171299774608, 246.26051873599343, 316.5289256198353]",20-30s,Caucasian,unmasked,light,Disgust,Male
42377315.jpg,1333,2000,"[560.9409702300436, 206.9999999999991, 268.999999999998, 338.83079419368795]",20-30s,Caucasian,unmasked,light,Happiness,Female
42377341.jpg,1333,2000,"[673.0002500625152, 7.105427357601003e-15, 484.0117529382336, 379.9999999999999]",20-30s,Caucasian,unmasked,light,Neutral,Male
42380952.jpg,1333,2000,"[229.67607393804138, 109.79768595041342, 621.9999999999999, 831.3377990822787]",Senior,Mongoloid,unmasked,mid-light,Happiness,Male
42390798.jpg,1648,2000,"[1032.002747946612, 300.99999999999716, 446.99793904003513, 484.9999999999961]",Kid,Caucasian,unmasked,light,Neutral,Female
42391394.jpg,1878,2000,"[1023.0058781394646, 260.99999999999955, 554.9871749684468, 677.9999999999994]",Teenager,Caucasian,unmasked,light,Happiness,Female
42398362.jpg,1333,2000,"[465.3387474637147, 265.2427053760941, 106.80881617761136, 142.70837601345104]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42399576.jpg,1333,2000,"[842.0027506876714, 335.0000000000012, 374.9952488122023, 478.99999999999886]",Kid,Mongoloid,unmasked,light,Neutral,Male
42400182.jpg,1333,2000,"[937.3875133863804, 406.7179340545776, 515.7872119409835, 645.6041750909698]",Kid,Mongoloid,unmasked,light,Neutral,Male
42435205.jpg,1332,2000,"[860.627255627458, 373.92771644715083, 62.74548874508312, 123.84337013171135]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
42436970.jpg,1332,2000,"[800.9189333840271, 339.04958677685966, 200.21395552598244, 285.2148760330582]",20-30s,Caucasian,unmasked,mid-light,Sadness,Male
42437515.jpg,1306,2000,"[319.7705222044314, 411.1455976284876, 233.24589555911348, 282.68308622246485]",40-50s,Mongoloid,unmasked,mid-light,Neutral,Male
42437515.jpg,1306,2000,"[1109.4803182570015, 114.87887914576655, 208.942554680263, 292.24876084946476]",40-50s,Caucasian,unmasked,mid-light,Neutral,Female
42442922.jpg,1333,2000,"[765.9984996249055, 357.9999999999989, 316.0025006251547, 405.99999999999994]",20-30s,Caucasian,unmasked,light,Neutral,Female
42449339.jpg,2000,1334,"[350.0029999999998, 335.99999999999994, 326.9949999999995, 452.9999999999994]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42471421.jpg,1333,2000,"[658.8116220238866, 289.3245733237194, 211.9531354186121, 244.45579557798564]",20-30s,Mongoloid,unmasked,light,Anger,Female
42474499.jpg,1333,2000,"[1223.3466941115507, 218.57024793388436, 157.21342939040255, 232.56198347107514]",20-30s,Caucasian,unmasked,light,Happiness,Female
42476041.jpg,1333,2000,"[992.3671466520964, 292.67102508449494, 155.0546969916096, 192.74929743013828]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
42493912.jpg,1253,2000,"[1253.6710385514693, 419.341146958403, 214.86843580323003, 198.35600192785603]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Male
42508894.jpg,2000,1333,"[569.7784152969231, 717.399550609315, 540.5204843422313, 680.1282249067962]",Kid,Mongoloid,unmasked,light,Neutral,Male
42509134.jpg,1333,2000,"[841.4732174729481, 506.15490969615206, 256.771098680625, 308.97187737564485]",Kid,Mongoloid,unmasked,mid-light,Happiness,Male
42510398.jpg,1333,2000,"[788.4398764980272, 359.28925619832836, 432.356822676733, 547.7107438016687]",Kid,Mongoloid,unmasked,light,Neutral,Male
4252985.jpg,1333,2000,"[877.1171830176049, 384.5601657019148, 307.588544654924, 402.38220381089786]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42554934.jpg,1333,2000,"[477.96699174793616, 236.35380000000043, 645.601550387595, 802.9334000000005]",Kid,Mongoloid,unmasked,light,Sadness,Female
42583245.jpg,2000,1333,"[508.6931492678046, 750.8227556325721, 415.081351295423, 554.5951993067318]",Kid,Mongoloid,unmasked,light,Surprise,Female
42584624.jpg,1334,2000,"[783.9976039781304, 223.9999999999999, 301.9996577111601, 379.0]",40-50s,Mongoloid,unmasked,mid-light,Neutral,Male
42584814.jpg,1334,2000,"[858.6030829668398, 284.09901484714567, 307.56493274694594, 388.3579984371421]",20-30s,Mongoloid,unmasked,light,Neutral,Male
42588487.jpg,1333,2000,"[763.0010002500646, 337.00000000000006, 327.9974993748428, 411.00000000000006]",Kid,Mongoloid,unmasked,light,Happiness,Male
42589567.jpg,1333,2000,"[913.3920840242215, 315.7849565248734, 297.80702917437236, 385.6607780290252]",Kid,Mongoloid,masked,light,Neutral,Male
42590667.jpg,1333,2000,"[789.8471372476306, 247.49088855855624, 338.82205392201973, 384.75310434757995]",Kid,Mongoloid,unmasked,light,Happiness,Male
42591994.jpg,2000,1333,"[520.9964999999991, 571.7999999999978, 410.0062499999992, 534.599999999999]",Teenager,Mongoloid,unmasked,light,Happiness,Male
42626291.jpg,1333,2000,"[515.8935463034023, 295.34356335753273, 390.10629508700765, 548.1909691990676]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42638775.jpg,1140,2000,"[668.7670924117215, 233.9927372902573, 244.95792637114837, 335.75181567743465]",20-30s,Caucasian,unmasked,light,Happiness,Female
42644898.jpg,1334,2000,"[848.0034228883839, 288.99999999999983, 343.99486566741973, 441.00000000000045]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42646328.jpg,2000,1333,"[773.5909941533614, 606.7153928431961, 137.62315785041932, 191.75647015703606]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42646328.jpg,2000,1333,"[622.3781599885314, 766.4652047280493, 139.31903628917334, 167.2666783684999]",Kid,Mongoloid,unmasked,light,Happiness,Female
42646390.jpg,1333,2000,"[757.3558921559605, 272.5782938215647, 296.9999999999979, 356.95484599535]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42647583.jpg,1333,2000,"[792.0941537702282, 219.03909998018696, 279.66779719284006, 547.3826061982495]",Kid,Mongoloid,unmasked,mid-light,Happiness,Female
4266073.jpg,2000,1333,"[343.80989266450024, 69.43122000000012, 800.0265278660016, 920.4942190000005]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42703029.jpg,1333,2000,"[769.3670033670046, 232.5845959595951, 234.21548821548816, 338.73232323232173]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42733907.jpg,1333,2000,"[904.3164983164975, 219.16919191919146, 241.36700336700426, 273.3661616161609]",20-30s,Caucasian,unmasked,light,Happiness,Female
42734456.jpg,1333,2000,"[1279.8122652132622, 278.8345715727843, 214.12126961541162, 247.00492865709577]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
42742102.jpg,1331,2000,"[625.309328338465, 387.95839629117717, 101.98963517947865, 129.48768685361452]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42742430.jpg,1333,2000,"[892.9974993748427, 193.67999999998887, 275.6372729546019, 366.1995119081496]",20-30s,Mongoloid,unmasked,light,Neutral,Male
42743285.jpg,1333,2000,"[1112.919835330721, 179.3471074380153, 247.07952521255044, 318.3873409005162]",20-30s,Mongoloid,unmasked,light,Happiness,Male
42755005.jpg,1333,2000,"[904.6992965976109, 513.0000000000003, 218.08812036494103, 323.4342094088461]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Female
42757210.jpg,1333,2000,"[940.9175225795252, 446.39760605200576, 190.3563673417791, 240.44576407969518]",Kid,Mongoloid,unmasked,light,Happiness,Female
42761495.jpg,1333,2000,"[574.986146927972, 205.8223696502698, 172.36770223378744, 229.91973462951873]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
42771194.jpg,1333,2000,"[1115.0844730927445, 187.5311033229356, 72.54131700057151, 105.07570554447638]",40-50s,Caucasian,unmasked,mid-light,Happiness,Female
42786740.jpg,1333,2000,"[1350.8321609960171, 156.00000000000125, 167.49511528605413, 237.05263247292228]",20-30s,Caucasian,unmasked,light,Neutral,Female
42786947.jpg,1333,2000,"[559.0000000000175, 408.12894786012623, 156.04769441323245, 217.87105213987616]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Male
42787718.jpg,1333,2000,"[819.000750187547, 396.9999999999996, 277.9969992498124, 419.9999999999994]",Kid,Mongoloid,unmasked,light,Happiness,Female
4279159.jpg,1333,2000,"[549.2246189941075, 336.2894786010862, 241.00000000000375, 298.50130816834127]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42804006.jpg,1333,2000,"[1369.0032508127035, 372.99999999999926, 215.9959989997505, 286.0000000000003]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42804006.jpg,1333,2000,"[453.11327831957743, 398.9999999999983, 104.0260065016249, 129.99999999999986]",20-30s,Mongoloid,unmasked,light,Neutral,Female
42816913.jpg,2000,1334,"[854.4194322630268, 525.558924531314, 117.79871574018519, 147.847921380138]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
42817704.jpg,2000,1334,"[526.4292703132746, 683.9999999999964, 234.81219423794283, 323.69737177346315]",20-30s,Mongoloid,unmasked,light,Neutral,Female
42825194.jpg,1334,2000,"[898.1762520727211, 138.23454403376672, 155.35326281224272, 221.5982295403366]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42838861.jpg,1333,2000,"[1334.1322249416908, 330.5263247292242, 213.26828662368303, 265.076542426993]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42839946.jpg,1334,2000,"[831.9286170552638, 319.9214366500534, 758.0128668955439, 800.3825505973576]",Baby,Mongoloid,unmasked,light,Neutral,Female
42840115.jpg,1334,2000,"[980.0713829446995, 554.6905095589593, 630.8701010061332, 562.2100342986437]",Baby,Mongoloid,unmasked,light,Neutral,Female
42841427.jpg,1334,2000,"[1218.7175336265273, 361.184988278569, 231.28246637346962, 218.0369976557136]",Baby,Mongoloid,unmasked,light,Surprise,Female
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",Baby,Mongoloid,unmasked,light,Neutral,Female
42845126.jpg,1334,2000,"[858.4350672530536, 328.44397186856577, 425.5649327469429, 473.6180453228645]",Baby,Mongoloid,unmasked,light,Sadness,Female
42847060.jpg,1333,2000,"[871.6494184551348, 439.948518301562, 97.0116308973546, 117.51481698444437]",Teenager,Mongoloid,unmasked,mid-dark,Neutral,Male
42850492.jpg,1333,2000,"[1174.831984286214, 598.8732129282023, 282.24431615356866, 327.69018060769395]",Senior,Mongoloid,unmasked,mid-light,Happiness,Male
42850935.jpg,1333,2000,"[1131.9372254753155, 278.83013455365074, 216.82062134027302, 265.1698654463488]",20-30s,Mongoloid,unmasked,light,Neutral,Female
42851902.jpg,1333,2000,"[767.8658566881554, 172.99761070314577, 237.00063945671513, 305.9377933541245]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42854394.jpg,1333,2000,"[585.4620755850834, 238.27518465428923, 286.7175336265268, 390.14709037584885]",20-30s,Mongoloid,unmasked,light,Happiness,Male
42855227.jpg,1333,2000,"[702.9238938693446, 161.15207861985775, 68.0089758219329, 135.20078175508635]",20-30s,Mongoloid,unmasked,mid-dark,Neutral,Female
42869170.jpg,1333,2000,"[848.3233489512954, 167.3102725399595, 305.82378721243674, 421.21854270363065]",40-50s,Mongoloid,unmasked,light,Neutral,Male
42869970.jpg,1333,2000,"[720.5374955378653, 278.70806760983277, 239.4946434945883, 358.534532556603]",20-30s,Mongoloid,unmasked,light,Neutral,Female
42870670.jpg,1333,2000,"[740.0022505626409, 263.0000000000002, 408.9934983745938, 517.9999999999999]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42871008.jpg,1333,2000,"[890.0381502198863, 129.8090308009286, 315.11073800937766, 404.2412997939555]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42873448.jpg,1333,2000,"[795.5470808935162, 237.4836852922368, 267.24215318441924, 335.20249486187623]",20-30s,Caucasian,unmasked,light,Neutral,Female
42874250.jpg,1333,2000,"[942.020861617774, 283.4048217339476, 234.43630418310377, 302.4312065372314]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
42874399.jpg,1333,2000,"[970.7593471906841, 256.00000000000546, 265.7877337028309, 343.54894412328775]",40-50s,Mongoloid,unmasked,light,Neutral,Male
42888090.jpg,2000,1333,"[572.3278150672834, 196.6602952083897, 167.9762185568382, 225.7366727134377]",Senior,Mongoloid,unmasked,mid-light,Happiness,Male
42902053.jpg,2000,1334,"[489.02588184689955, 118.05031195844485, 241.0686344416547, 317.63933502212245]",Senior,Caucasian,unmasked,mid-light,Happiness,Male
42902521.jpg,1334,2000,"[1266.7327083567109, 184.39669421487739, 252.78710415031097, 267.47107438016695]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
42904209.jpg,2000,1333,"[767.148115552166, 281.7434380103991, 142.58337000380502, 197.9877303376631]",20-30s,Caucasian,unmasked,light,Happiness,Female
4290541.jpg,1324,2000,"[1218.9971809354442, 161.99999999999972, 379.9987470824189, 443.9999999999994]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42914000.jpg,1333,2000,"[836.8022005501367, 385.6000000000005, 349.79669917479293, 426.1000000000001]",Teenager,Mongoloid,unmasked,light,Happiness,Female
42915220.jpg,1333,2000,"[994.5764313762002, 332.0000000000002, 327.42356862380535, 361.5246661118608]",Teenager,Mongoloid,unmasked,light,Happiness,Female
42916259.jpg,1333,2000,"[806.0515128782133, 302.2299999999977, 411.1072768191989, 521.2999999999954]",Teenager,Mongoloid,unmasked,light,Neutral,Female
42917095.jpg,1333,2000,"[946.9892869891803, 239.12826378167657, 369.01071301081885, 479.40626877492815]",Teenager,Mongoloid,unmasked,light,Neutral,Female
42924806.jpg,2000,1334,"[560.4833364581896, 398.6400733345701, 266.00000000000085, 306.5602933382763]",20-30s,Mongoloid,unmasked,light,Neutral,Female
42932747.jpg,1335,2000,"[221.20805921830987, 264.7999999999989, 281.0, 401.7999999999993]",20-30s,Negroid,unmasked,dark,Neutral,Male
42934303.jpg,1333,2000,"[845.6007002020237, 206.28672463349082, 166.39929979796273, 233.2867246334944]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
42948288.jpg,1335,2000,"[659.2863256213963, 1.3474070344314401e-14, 91.71815172212294, 181.95131751037795]",20-30s,Negroid,unmasked,mid-dark,Neutral,Male
42966390.jpg,2000,1333,"[584.3911863870889, 324.05757850779736, 147.23793753745997, 178.38853899253976]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42969668.jpg,1334,2000,"[517.5053565054089, 310.00000000000045, 238.0431955005947, 322.5505037833049]",20-30s,Mongoloid,unmasked,light,Happiness,Female
42975476.jpg,1334,2000,"[705.0037651772243, 280.0000000000004, 328.9948656674187, 447.90876046325184]",20-30s,Mongoloid,unmasked,light,Surprise,Female
42979095.jpg,2000,1333,"[612.0233538584283, 451.9508774697039, 134.0928655320783, 191.356089170163]",20-30s,Caucasian,unmasked,light,Happiness,Female
42982017.jpg,2000,1385,"[594.9251419197564, 501.4956253402666, 114.87115647968567, 184.60735665931503]",20-30s,Caucasian,unmasked,mid-light,Surprise,Female
43011225.jpg,1334,2000,"[631.5730156622237, 254.8920547276415, 300.67260688359875, 378.0268079706498]",20-30s,Mongoloid,unmasked,light,Happiness,Male
43019622.jpg,1333,2000,"[1117.1367702233795, 164.3464492614139, 304.86322977662223, 380.2744720616449]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
43024667.jpg,1575,2000,"[0.0, 3.000000000000848, 799.4435880551086, 990.0328758315297]",20-30s,Caucasian,unmasked,light,Neutral,Female
43053949.jpg,2000,1333,"[525.0496703189962, 352.82236965026755, 314.10832028928047, 287.1726494317731]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
43065856.jpg,1334,2000,"[864.9835822364396, 344.1730101585734, 169.19263055110778, 265.77658243056425]",20-30s,Mongoloid,unmasked,light,Neutral,Female
43067190.jpg,2000,1333,"[449.0027499999999, 155.00000000000009, 393.99924999999945, 489.99999999999886]",20-30s,Mongoloid,unmasked,light,Neutral,Female
43070628.jpg,1333,2000,"[1074.9700468538824, 221.00503305948874, 286.58854465492567, 383.4348012385889]",20-30s,Caucasian,unmasked,light,Happiness,Male
43073101.jpg,1333,2000,"[1035.9957489372348, 235.99999999999997, 407.0047511877922, 457.0]",Kid,Caucasian,unmasked,light,Neutral,Female
43083577.jpg,1335,2000,"[731.977229174503, 336.3734168068416, 463.19210171019466, 654.8717450099156]",20-30s,Caucasian,unmasked,light,Happiness,Female
43104065.jpg,1333,2000,"[1333.2584603353177, 213.00000000000085, 152.50306759856295, 174.96841711914018]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
4310806.jpg,1333,2000,"[1096.0381502198775, 358.29212894035373, 299.43506725305184, 385.9121129795153]",Teenager,Mongoloid,unmasked,light,Happiness,Female
43121409.jpg,1330,2000,"[1235.1051871960747, 509.8026367192979, 185.5514734356086, 221.4460484797922]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43123502.jpg,2000,1330,"[396.2437824067926, 499.43970666171947, 352.4999306257963, 492.240256670995]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
43124318.jpg,1330,2000,"[691.0001136342108, 181.9999999999997, 367.0002083293867, 495.9999999999989]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43125557.jpg,1330,2000,"[504.6054755579865, 522.0610678249718, 134.30273777898762, 149.3329426096385]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43126125.jpg,1330,2000,"[1254.1340058199598, 675.129191885451, 166.46649854501035, 176.07176383328846]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
43130330.jpg,1335,2000,"[1313.106530015996, 83.16588774824919, 332.7077465728142, 355.85877072529865]",20-30s,Negroid,unmasked,mid-dark,Happiness,Male
43137629.jpg,1334,2000,"[1012.0061611990969, 235.00000000000009, 341.9845970022573, 469.0000000000002]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4314233.jpg,1333,2000,"[457.6942251852594, 223.52383537853024, 87.92724162409593, 114.64618463277164]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43148969.jpg,1333,2000,"[643.9999999999999, 54.99999999999995, 313.9972493123281, 428.99999999999903]",20-30s,Mongoloid,unmasked,light,Neutral,Male
43149005.jpg,1333,2000,"[1168.9999999999998, 213.1936371201891, 225.41324300029953, 278.5861578252225]",20-30s,Mongoloid,unmasked,light,Neutral,Male
43165742.jpg,1333,2000,"[874.0290766238496, 68.99482340975935, 237.7368488623469, 324.4098406132963]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4317598.jpg,1333,2000,"[1096.6006140936408, 202.999999999997, 535.2110783659007, 671.3387545580557]",20-30s,Mongoloid,unmasked,light,Neutral,Female
43194329.jpg,1331,2000,"[1367.7381069802996, 398.8209382528774, 60.07536355583475, 80.75839050659286]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
43203617.jpg,1333,2000,"[1181.421531844152, 752.3065782098429, 255.9800117308358, 373.6934217901658]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4320496.jpg,2000,1328,"[588.6719791337131, 406.8265437627127, 323.3280208662816, 353.29312817940337]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
43209290.jpg,1334,2000,"[925.0054766214196, 207.99999999999963, 471.9869930241283, 638.0000000000001]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43209899.jpg,1333,2000,"[953.6239910995782, 448.6451304253621, 169.21095111597612, 213.37231494640744]",Kid,Mongoloid,unmasked,light,Happiness,Female
43212714.jpg,1334,2000,"[869.9972616892876, 324.99999999999983, 254.00034228883834, 325.0000000000011]",Kid,Mongoloid,unmasked,light,Neutral,Female
43213537.jpg,2000,1334,"[634.1845755852812, 383.809765837655, 184.3734048646968, 236.13265565453415]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43220090.jpg,1333,2000,"[1324.7890488840353, 337.20424191987354, 175.21095111596492, 221.55953803179466]",Kid,Mongoloid,unmasked,light,Happiness,Female
4322123.jpg,1333,2000,"[792.6466979025834, 217.64457345538554, 263.3533020974087, 342.85194491948056]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4322127.jpg,1333,2000,"[731.4405319688959, 316.26694283652535, 385.8836935046759, 479.79933679729015]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4322128.jpg,1333,2000,"[607.3984852982328, 321.6491466474343, 393.9148137154598, 485.48341262022296]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4322129.jpg,1333,2000,"[655.0035008752186, 308.99999999999955, 377.99299824956205, 460.99999999999943]",20-30s,Mongoloid,unmasked,light,Happiness,Female
4322132.jpg,2000,1333,"[360.8386583528408, 571.65975478169, 489.9140925492416, 585.8597460848047]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43224704.jpg,1333,2000,"[757.7127939871046, 446.87518887356003, 112.72964592963086, 136.3723416290473]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43231173.jpg,1333,2000,"[765.20616593367, 369.00000000000034, 281.00000000000074, 339.6754266762827]",20-30s,Mongoloid,unmasked,light,Happiness,Female
43239342.jpg,1334,2000,"[914.0058189102579, 190.99999999999955, 405.99041591251716, 592.3999999999991]",20-30s,Mongoloid,unmasked,light,Surprise,Female
43240456.jpg,2000,1333,"[438.90706114769085, 346.53322239308847, 116.04432468531607, 157.48582690716768]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Female
